CustomerID,total_spend,num_orders,avg_order_value
12461.0,826.88,2,23.62514285714286
12462.0,1189.59,2,19.186935483870965
12463.0,1344.78,4,16.202168674698793
12464.0,1212.05,8,41.79482758620689
12465.0,742.1899999999999,2,15.79127659574468
12468.0,729.5400000000001,2,19.19842105263158
12471.0,19788.65,30,43.11252723311547
12472.0,6572.11,7,19.386755162241887
12473.0,3928.0499999999997,5,23.52125748502994
12474.0,7324.09,18,17.355663507109004
12475.0,723.38,1,20.093888888888888
12476.0,6816.42,11,29.255021459227468
12477.0,13219.74,6,44.065799999999996
12478.0,680.99,1,18.91638888888889
12479.0,527.2,1,17.006451612903227
12480.0,3281.63,4,21.309285714285714
12481.0,5579.82,10,25.8325
12483.0,2484.98,8,33.133066666666664
12484.0,4527.32,6,13.199183673469387
12488.0,1298.66,3,23.612000000000002
12489.0,334.93,1,22.328666666666667
12490.0,5417.93,10,22.114
12491.0,460.40000000000003,1,17.70769230769231
12492.0,263.21000000000004,2,13.160500000000003
12493.0,433.74,2,19.715454545454545
12494.0,1246.1000000000001,7,16.183116883116885
12497.0,1043.1,1,74.50714285714285
12498.0,403.70000000000005,3,17.55217391304348
12500.0,4257.82,11,69.80032786885245
12501.0,2169.39,1,14.559664429530201
12502.0,3723.87,5,25.332448979591835
12504.0,482.04999999999995,2,53.5611111111111
12506.0,73.5,1,3.1956521739130435
12507.0,1304.81,3,62.13380952380952
12508.0,397.88,2,5.851176470588236
12509.0,176.5,1,25.214285714285715
12510.0,982.5699999999999,2,29.774848484848484
12512.0,132.18,2,4.263870967741935
12513.0,612.29,1,17.494
12514.0,1017.68,1,19.954509803921567
12515.0,383.7,1,23.98125
12516.0,1312.06,2,50.46384615384615
12517.0,2481.6,5,8.894623655913978
12518.0,2056.89,5,16.58782258064516
12519.0,330.84,1,19.461176470588235
12520.0,2634.26,5,17.330657894736845
12521.0,599.68,1,15.781052631578946
12522.0,192.72,2,16.06
12523.0,1789.77,11,16.884622641509434
12524.0,4485.72,8,31.150833333333335
12526.0,1316.66,3,18.54450704225352
12527.0,348.71000000000004,3,19.37277777777778
12528.0,1933.48,6,21.01608695652174
12530.0,1662.28,4,25.186060606060607
12531.0,125.22,1,7.365882352941177
12532.0,349.83000000000004,1,21.864375000000003
12534.0,1089.18,1,17.28857142857143
12535.0,716.35,2,21.069117647058825
12536.0,12601.830000000002,3,48.282873563218395
12538.0,363.95,1,17.33095238095238
12539.0,5568.35,4,20.396886446886448
12540.0,13400.24,17,28.03397489539749
12541.0,981.18,3,18.868846153846153
12544.0,372.7,1,19.61578947368421
12545.0,1000.39,2,20.0078
12546.0,1161.5,2,16.833333333333332
12547.0,207.79999999999998,2,25.974999999999998
12548.0,95.19999999999999,1,19.04
12550.0,964.83,1,16.92684210526316
12551.0,168.0,1,16.8
12552.0,437.82,2,21.891
12553.0,3692.28,10,19.33130890052356
12556.0,599.56,2,5.038319327731092
12557.0,11990.960000000001,5,363.36242424242425
12558.0,269.96,1,24.54181818181818
12559.0,561.71,2,26.74809523809524
12560.0,2134.01,3,20.323904761904764
12561.0,238.85,1,14.928125
12562.0,3781.7400000000002,7,22.510357142857146
12564.0,456.9,1,21.757142857142856
12565.0,145.92,1,16.21333333333333
12566.0,351.65,1,18.507894736842104
12567.0,9401.28,10,21.079103139013455
12569.0,4124.69,32,21.939840425531912
12571.0,519.61,2,15.28264705882353
12572.0,1020.42,2,17.006999999999998
12573.0,160.54000000000002,1,5.733571428571429
12574.0,218.45,1,19.85909090909091
12576.0,1315.83,5,14.952613636363635
12577.0,626.6,3,4.291780821917809
12578.0,2794.51,2,24.51324561403509
12579.0,440.42,1,15.18689655172414
12580.0,415.7,1,17.320833333333333
12581.0,197.71,1,13.180666666666667
12582.0,511.36,2,23.243636363636366
12583.0,7281.38,15,29.47927125506073
12584.0,2338.15,9,24.355729166666666
12585.0,2040.1,2,23.44942528735632
12586.0,196.94000000000003,1,17.903636363636366
12587.0,144.0,1,36.0
12588.0,214.89999999999998,1,21.49
12589.0,646.68,2,18.47657142857143
12590.0,9864.26,2,145.06264705882353
12591.0,452.84999999999997,1,17.41730769230769
12592.0,437.6,2,24.311111111111114
12593.0,418.09999999999997,3,19.909523809523808
12594.0,3338.2200000000003,10,28.290000000000003
12596.0,618.27,2,22.898888888888887
12597.0,3811.22,4,18.50106796116505
12598.0,3023.08,8,22.902121212121212
12599.0,1032.58,7,16.654516129032256
12600.0,2599.04,10,40.61
12601.0,577.0600000000001,5,20.609285714285715
12602.0,153.12,1,12.76
12603.0,739.1999999999999,1,369.59999999999997
12604.0,254.18,2,15.88625
12607.0,1579.51,1,15.63871287128713
12609.0,1126.85,3,18.78083333333333
12610.0,2099.54,5,19.80698113207547
12611.0,1193.32,1,18.35876923076923
12612.0,704.0400000000001,1,37.054736842105264
12613.0,3344.38,5,21.858692810457516
12614.0,315.6,1,15.780000000000001
12615.0,2291.19,4,21.820857142857143
12616.0,713.3,2,22.290625
12617.0,352.98,1,8.609268292682927
12618.0,177.31,1,16.11909090909091
12619.0,3641.24,9,40.45822222222222
12620.0,1339.41,3,14.558804347826088
12621.0,13689.67,20,29.31406852248394
12622.0,180.1,1,16.37272727272727
12623.0,305.1,1,16.950000000000003
12624.0,641.13,2,16.87184210526316
12625.0,2683.82,2,31.207209302325584
12626.0,6620.48,9,22.51863945578231
12627.0,4478.53,7,19.47186956521739
12628.0,786.46,3,19.181951219512197
12630.0,1270.88,2,19.8575
12631.0,640.5,1,20.661290322580644
12633.0,2163.98,4,21.425544554455445
12635.0,1689.18,2,16.724554455445546
12637.0,6002.9,8,15.714397905759162
12638.0,671.69,1,17.222820512820515
12639.0,486.1,1,22.095454545454547
12640.0,1174.58,3,22.16188679245283
12641.0,185.9,1,18.59
12642.0,1013.26,3,21.558723404255318
12643.0,3344.64,6,139.35999999999999
12644.0,477.91,1,15.416451612903227
12645.0,1775.18,4,24.31753424657534
12646.0,1346.97,2,29.932666666666666
12647.0,3722.82,12,30.76710743801653
12648.0,318.05,1,15.145238095238096
12649.0,623.51,3,20.113225806451613
12650.0,314.44,1,15.722
12651.0,114.0,1,12.666666666666666
12652.0,919.98,1,19.16625
12653.0,2209.85,2,51.391860465116274
12654.0,601.98,5,15.841578947368422
12656.0,4051.17,5,32.152142857142856
12657.0,1643.18,4,34.961276595744685
12658.0,686.05,1,19.056944444444444
12659.0,91.68,1,18.336000000000002
12660.0,245.1,1,18.853846153846153
12662.0,3849.78,11,16.73817391304348
12664.0,4881.88,9,131.94270270270272
12665.0,63.0,1,21.0
12667.0,620.13,1,18.791818181818183
12668.0,3807.15,4,23.64689440993789
12669.0,2744.0299999999997,3,27.168613861386135
12670.0,2996.05,5,32.56576086956522
12672.0,225.89999999999998,1,22.589999999999996
12673.0,610.52,2,14.536190476190475
12674.0,1970.6,4,23.742168674698792
12676.0,1331.39,6,29.586444444444446
12678.0,17628.46,12,106.83915151515151
12679.0,1113.02,4,23.187916666666666
12680.0,862.81,4,16.592499999999998
12681.0,13787.54,22,21.610564263322885
12682.0,12279.82,31,23.434770992366413
12683.0,8476.57,15,24.641191860465117
12684.0,2283.63,7,21.748857142857144
12685.0,2863.08,6,18.236178343949042
12686.0,89.14,1,12.734285714285715
12688.0,4873.8099999999995,1,28.501812865497072
12689.0,1247.61,2,17.327916666666667
12690.0,389.01,1,24.313125
12691.0,1035.8,6,32.36875
12693.0,855.91,4,21.946410256410257
12694.0,869.67,2,23.504594594594593
12695.0,582.1,4,21.55925925925926
12697.0,957.59,3,23.355853658536585
12700.0,4939.99,4,18.432798507462685
12701.0,797.71,2,15.051132075471699
12702.0,219.0,1,18.25
12703.0,283.55,1,13.502380952380953
12704.0,2340.84,8,26.600454545454546
12705.0,6868.29,9,20.56374251497006
12707.0,603.42,1,18.285454545454545
12708.0,2712.91,10,17.27968152866242
12709.0,9706.52,15,46.891400966183575
12710.0,1149.02,3,14.922337662337663
12712.0,4396.13,13,33.053609022556394
12713.0,848.55,1,22.330263157894734
12714.0,4708.86,5,18.18092664092664
12715.0,343.36,1,17.168
12716.0,1053.49,2,15.267971014492753
12717.0,1030.98,2,18.74509090909091
12718.0,238.25,1,12.539473684210526
12719.0,644.95,2,16.53717948717949
12720.0,5781.73,25,16.332570621468925
12721.0,2656.13,6,16.497701863354038
12722.0,997.63,4,18.82320754716981
12723.0,725.07,5,10.508260869565218
12724.0,1031.41,4,19.460566037735852
12725.0,427.8,1,17.825
12726.0,2609.1,7,21.041129032258063
12727.0,3980.7,7,28.638129496402875
12728.0,836.33,4,18.18108695652174
12729.0,453.01,1,17.423461538461538
12731.0,18895.91,12,68.96317518248175
12732.0,236.26000000000002,1,19.688333333333336
12733.0,383.95,1,17.452272727272728
12734.0,110.39999999999999,1,27.599999999999998
12735.0,779.5699999999999,2,18.12953488372093
12736.0,234.0,1,58.5
12738.0,155.35,1,14.122727272727273
12739.0,1013.04,2,26.658947368421053
12740.0,427.6,1,15.837037037037037
12743.0,540.13,2,4.123129770992366
12744.0,21279.29,7,95.85265765765766
12747.0,4196.01,11,40.737961165048546
12748.0,33053.19,209,7.491656844968269
12749.0,4090.88,5,20.55718592964824
12750.0,275.88,1,18.392
12752.0,4366.78,1,82.3920754716981
12753.0,21429.39,6,108.77862944162436
12754.0,3010.74,3,47.78952380952381
12755.0,3811.95,2,952.9875
12756.0,112.07999999999998,1,28.019999999999996
12757.0,7834.650000000001,13,21.52376373626374
12758.0,2791.59,2,28.779278350515465
12759.0,1531.44,3,16.12042105263158
12762.0,1898.52,2,27.51478260869565
12763.0,494.08,2,27.448888888888888
12764.0,1693.88,1,37.64177777777778
12766.0,6989.63,7,22.547193548387096
12769.0,1143.6,1,35.7375
12770.0,1351.45,1,112.62083333333334
12772.0,892.47,1,16.226727272727274
12775.0,1386.04,5,21.00060606060606
12778.0,822.23,6,16.4446
12779.0,3981.36,8,26.72053691275168
12781.0,826.74,2,33.0696
12782.0,2330.92,5,22.630291262135923
12783.0,2225.91,6,26.49892857142857
12784.0,532.8199999999999,2,9.347719298245613
12785.0,311.95,1,22.282142857142855
12787.0,463.66,3,23.183
12789.0,91.85,1,22.9625
12790.0,324.92,1,15.472380952380954
12791.0,192.60000000000002,1,96.30000000000001
12792.0,400.53999999999996,1,16.0216
12793.0,545.48,2,22.728333333333335
12794.0,860.41,2,19.12022222222222
12795.0,430.48,1,30.74857142857143
12797.0,254.03,1,19.540769230769232
12798.0,6977.04,3,872.13
12802.0,427.58,1,17.1032
12808.0,483.65000000000003,3,17.273214285714285
12809.0,489.31,1,19.572400000000002
12811.0,514.85,3,16.608064516129033
12812.0,229.64000000000001,1,15.309333333333335
12814.0,125.92,1,62.96
12815.0,1063.46,2,22.6268085106383
12816.0,572.2,2,19.731034482758623
12817.0,166.04,1,41.51
12818.0,1542.08,1,110.14857142857143
12820.0,942.34,4,15.97186440677966
12821.0,92.72,1,15.453333333333333
12822.0,948.88,2,20.62782608695652
12823.0,1759.5,5,351.9
12824.0,397.12,1,15.8848
12826.0,1474.72,7,16.205714285714286
12827.0,430.15000000000003,3,17.206000000000003
12828.0,1018.71,6,18.19125
12829.0,293.0,2,26.636363636363637
12830.0,6814.64,6,179.33263157894737
12831.0,215.05,1,23.894444444444446
12832.0,383.03,2,14.186296296296295
12833.0,417.38,1,17.390833333333333
12834.0,312.38,1,17.354444444444443
12836.0,2610.36,4,15.002068965517243
12837.0,134.1,1,11.174999999999999
12838.0,671.95,2,5.599583333333333
12839.0,5591.42,14,17.80707006369427
12840.0,2726.77,4,24.13070796460177
12841.0,3991.58,25,9.641497584541062
12842.0,1118.99,2,32.9114705882353
12843.0,1702.26,8,16.526796116504855
12844.0,325.96000000000004,2,6.268461538461539
12845.0,354.09,4,13.114444444444443
12847.0,843.64,1,10.043333333333333
12849.0,1010.29,2,21.047708333333333
12851.0,131.81,1,2.8044680851063832
12852.0,311.55,1,18.326470588235296
12853.0,1957.1000000000001,6,25.09102564102564
12854.0,1316.25,3,12.075688073394495
12855.0,38.1,1,12.700000000000001
12856.0,2170.78,6,6.98
12857.0,1106.4,2,24.05217391304348
12863.0,521.2,1,104.24000000000001
12864.0,147.12,1,49.04
12865.0,1568.23,2,16.507684210526318
12866.0,559.12,1,21.504615384615384
12867.0,4009.34,7,7.50812734082397
12868.0,1607.0600000000002,6,15.0192523364486
12871.0,380.64,2,34.60363636363636
12872.0,599.97,2,9.090454545454547
12873.0,374.0,1,93.5
12875.0,343.2300000000001,2,171.61500000000004
12876.0,2218.02,2,26.09435294117647
12877.0,1535.77,12,9.972532467532467
12878.0,854.99,2,18.191276595744682
12879.0,573.22,3,57.322
12881.0,298.0,1,42.57142857142857
12882.0,1463.04,2,112.54153846153847
12883.0,703.47,4,16.749285714285715
12884.0,309.05,1,44.15
12885.0,1175.22,3,16.552394366197184
12886.0,1378.4,2,16.809756097560978
12888.0,354.12,2,70.824
12890.0,376.71999999999997,1,4.768607594936708
12891.0,331.0,3,110.33333333333333
12893.0,176.55,1,5.695161290322581
12895.0,372.8,2,16.945454545454545
12897.0,216.5,2,54.125
12901.0,17654.54,28,152.19431034482758
12902.0,138.68,1,13.868
12904.0,496.06,2,6.986760563380281
12906.0,2919.81,5,46.34619047619047
12908.0,750.0,2,375.0
12909.0,2178.67,5,23.941428571428574
12910.0,3075.04,8,41.00053333333333
12912.0,1662.3,5,69.2625
12913.0,2483.63,5,49.6726
12915.0,363.65,2,16.529545454545453
12916.0,2944.95,4,28.59174757281553
12917.0,594.0,1,297.0
12919.0,1335.19,6,26.7038
12920.0,162.78,1,6.028888888888889
12921.0,16587.09,37,23.037625
12922.0,405.38,1,14.477857142857143
12923.0,172.82,1,6.172142857142857
12924.0,933.7,4,31.123333333333335
12925.0,694.05,2,15.423333333333332
12928.0,2062.7000000000003,5,24.555952380952384
12929.0,117.85,1,14.73125
12930.0,415.8,2,16.632
12931.0,42055.96,15,512.8775609756098
12933.0,607.53,3,5.7314150943396225
12935.0,2160.7,7,16.749612403100773
12936.0,1063.9,4,17.15967741935484
12937.0,1504.27,4,12.535583333333333
12938.0,114.14,1,12.682222222222222
12939.0,11581.8,8,246.42127659574467
12940.0,899.69,2,9.371770833333334
12942.0,675.6,3,9.651428571428571
12944.0,604.51,2,20.150333333333332
12945.0,462.95,1,20.128260869565217
12947.0,1603.99,6,16.535979381443298
12948.0,2064.95,7,17.801293103448273
12949.0,4167.22,8,19.382418604651164
12950.0,1843.0,3,80.1304347826087
12951.0,1064.07,6,16.89
12952.0,1387.79,4,17.566962025316457
12953.0,329.85,1,19.40294117647059
12955.0,4757.16,11,26.428666666666665
12956.0,108.07,1,5.687894736842105
12957.0,4017.54,8,16.880420168067225
12962.0,266.39,2,16.649375
12963.0,1856.63,8,19.54347368421053
12965.0,769.8100000000001,1,7.1278703703703705
12966.0,160.18,1,16.018
12967.0,1660.9,2,87.41578947368421
12968.0,135.95,1,27.189999999999998
12970.0,405.47,4,3.1431782945736435
12971.0,11189.91,86,36.68822950819672
12974.0,144.8,1,18.1
12976.0,738.6,1,33.57272727272727
12977.0,39.239999999999995,1,4.359999999999999
12980.0,7374.900000000001,9,368.745
12981.0,372.21999999999997,2,18.610999999999997
12982.0,390.54,1,13.947857142857144
12984.0,97.5,1,24.375
12985.0,1239.38,2,16.30763157894737
12987.0,558.7,2,19.95357142857143
12988.0,505.82,1,6.094216867469879
12989.0,6924.110000000001,15,108.18921875000001
12990.0,409.5,3,31.5
12991.0,503.76,2,16.25032258064516
12993.0,414.76,4,15.361481481481482
12994.0,974.4200000000001,3,15.97409836065574
12995.0,211.32,1,70.44
12997.0,1226.89,4,20.794745762711866
12999.0,455.88,3,16.28142857142857
13000.0,534.85,3,17.253225806451614
13001.0,9785.970000000001,13,29.038486646884277
13002.0,120.94999999999999,1,17.27857142857143
13003.0,149.05,3,24.84166666666667
13004.0,5655.91,18,13.999777227722772
13005.0,513.7,2,19.75769230769231
13006.0,81.57,1,20.3925
13008.0,229.46999999999997,1,16.390714285714285
13011.0,50.550000000000004,1,16.85
13012.0,1646.8400000000001,8,18.71409090909091
13013.0,4810.9400000000005,13,21.967762557077627
13014.0,3466.2799999999997,10,31.800733944954125
13015.0,3339.64,5,19.08365714285714
13016.0,789.89,3,16.806170212765956
13017.0,204.0,1,204.0
13018.0,7277.7,28,15.890174672489083
13021.0,2616.38,9,19.97236641221374
13023.0,689.9,2,17.2475
13026.0,975.36,5,24.384
13027.0,6912.0,6,265.84615384615387
13028.0,661.3199999999999,2,14.695999999999998
13029.0,1247.5,3,124.75
13030.0,752.4399999999999,2,8.178695652173912
13032.0,1010.18,2,14.227887323943662
13033.0,190.55,1,17.322727272727274
13034.0,642.77,2,17.372162162162162
13035.0,921.88,2,34.1437037037037
13037.0,881.07,3,18.355625
13038.0,908.46,3,32.445
13040.0,676.99,2,15.743953488372092
13043.0,516.42,1,39.72461538461538
13044.0,560.47,1,16.983939393939394
13045.0,305.28000000000003,1,16.96
13046.0,629.31,2,17.980285714285714
13047.0,3237.54,10,18.822906976744186
13048.0,1819.41,4,13.477111111111112
13049.0,656.6800000000001,2,46.90571428571429
13050.0,5836.86,17,14.483523573200992
13052.0,348.15000000000003,1,19.34166666666667
13055.0,1214.41,3,15.979078947368421
13058.0,271.40000000000003,3,33.925000000000004
13059.0,183.4,1,22.925
13060.0,307.53,1,20.502
13061.0,248.61,1,24.861
13062.0,346.98,1,31.543636363636367
13064.0,1105.59,4,16.258676470588235
13065.0,205.86,1,14.704285714285716
13066.0,470.8,2,9.808333333333334
13067.0,115.46000000000001,1,7.697333333333334
13068.0,344.0,2,172.0
13069.0,4431.44,24,10.451509433962263
13070.0,228.8,1,25.422222222222224
13072.0,177.15,1,25.307142857142857
13075.0,919.61,1,41.80045454545455
13077.0,728.02,4,6.558738738738739
13078.0,12627.94,26,35.27357541899441
13079.0,220.10000000000002,5,36.68333333333334
13080.0,58.08,1,9.68
13081.0,28337.38,11,27.67322265625
13082.0,3613.63,9,49.50178082191781
13083.0,303.75,2,16.875
13085.0,416.08000000000004,2,18.912727272727274
13089.0,58762.08,97,32.393649393605294
13090.0,8910.82,14,57.48916129032258
13091.0,345.82,1,16.467619047619046
13092.0,477.83,5,19.1132
13093.0,7832.47,8,49.260817610062894
13094.0,1927.3200000000002,12,80.305
13095.0,74.39999999999999,1,12.399999999999999
13097.0,6003.22,10,14.259429928741094
13098.0,28882.44,28,50.49377622377622
13099.0,207.35999999999999,1,207.35999999999999
13101.0,101.19,1,12.64875
13102.0,6424.09,24,21.131875
13103.0,243.94,1,30.4925
13104.0,1098.48,6,54.924
13106.0,76.5,1,76.5
13107.0,1531.6200000000001,4,26.407241379310346
13108.0,350.06,1,35.006
13109.0,786.54,2,16.734893617021275
13110.0,1488.67,7,10.266689655172414
13113.0,12245.960000000001,24,61.229800000000004
13115.0,2294.78,4,19.12316666666667
13116.0,501.14,1,16.704666666666665
13117.0,984.91,8,12.959342105263158
13118.0,1197.81,5,15.162151898734177
13120.0,30.599999999999998,1,30.599999999999998
13121.0,283.73,1,5.674600000000001
13122.0,922.39,2,16.77072727272727
13124.0,3756.33,3,16.920405405405404
13126.0,2099.64,8,14.997428571428571
13127.0,259.17,1,17.278000000000002
13130.0,64.0,1,32.0
13131.0,1073.3,3,24.393181818181816
13132.0,77.3,1,25.766666666666666
13133.0,109.8,2,15.685714285714285
13134.0,1793.58,4,18.301836734693875
13135.0,3096.0,1,3096.0
13136.0,2607.61,5,20.53236220472441
13137.0,3603.29,8,5.244963609898107
13138.0,962.39,6,15.276031746031746
13139.0,5064.94,7,29.79376470588235
13140.0,422.47,3,9.388222222222224
13141.0,2388.75,5,17.694444444444443
13142.0,307.09,1,13.351739130434781
13144.0,110.95,1,36.983333333333334
13145.0,618.52,4,103.08666666666666
13146.0,228.91,1,13.465294117647058
13147.0,712.8000000000001,4,178.20000000000002
13148.0,3683.26,12,11.805320512820513
13149.0,1676.06,4,19.48906976744186
13151.0,1257.8700000000001,1,16.998243243243245
13153.0,486.22,1,32.41466666666667
13155.0,971.76,4,11.432470588235294
13157.0,1741.22,4,20.014022988505747
13158.0,1201.06,4,15.203291139240505
13159.0,1429.35,4,11.911249999999999
13160.0,91.8,1,22.95
13161.0,112.75,1,14.09375
13162.0,1688.29,4,21.370759493670885
13165.0,1021.48,2,24.32095238095238
13166.0,417.2,1,10.175609756097561
13167.0,791.33,4,12.174307692307693
13168.0,1299.59,4,10.314206349206348
13169.0,712.88,2,54.83692307692308
13170.0,108.81,1,3.6270000000000002
13171.0,468.41,3,10.182826086956522
13173.0,353.65,2,8.224418604651163
13174.0,2742.82,3,9.361160409556314
13176.0,481.49,1,7.186417910447761
13177.0,282.45,1,16.61470588235294
13178.0,5725.47,11,21.60554716981132
13182.0,121.18,1,11.016363636363637
13183.0,3957.78,9,42.10404255319149
13184.0,1668.95,10,9.323743016759776
13185.0,71.4,1,71.4
13186.0,1575.89,3,19.947974683544306
13187.0,236.02,1,6.378918918918919
13188.0,114.60000000000001,1,57.300000000000004
13189.0,260.68,2,8.988965517241379
13192.0,911.94,2,14.475238095238096
13193.0,112.08,1,4.4832
13194.0,60.7,1,20.233333333333334
13196.0,1797.78,4,16.343454545454545
13198.0,3401.2400000000002,6,15.049734513274338
13199.0,9817.12,38,82.49680672268909
13200.0,870.09,4,18.915
13203.0,869.46,4,15.253684210526316
13207.0,250.26000000000002,2,31.282500000000002
13208.0,1217.65,6,8.227364864864866
13209.0,5891.61,8,18.35392523364486
13210.0,353.48,1,16.067272727272726
13211.0,1095.42,3,19.916727272727275
13212.0,786.83,3,5.580354609929079
13213.0,1520.58,5,16.895333333333333
13216.0,333.74,1,66.748
13217.0,533.98,3,133.495
13218.0,62.63999999999999,1,12.527999999999999
13220.0,819.2900000000001,4,39.01380952380953
13221.0,847.41,2,12.839545454545455
13223.0,163.20000000000002,2,32.64
13224.0,2155.95,2,19.9625
13225.0,6463.84,7,201.995
13226.0,108.21000000000001,1,6.7631250000000005
13227.0,257.7,1,28.633333333333333
13228.0,358.0,1,179.0
13229.0,160.95,1,16.095
13230.0,2755.63,14,4.69442930153322
13232.0,1328.35,7,6.575990099009901
13233.0,605.12,2,14.072558139534884
13235.0,1031.07,1,17.77706896551724
13236.0,744.85,2,20.69027777777778
13238.0,700.73,4,22.604193548387098
13239.0,329.56,1,15.693333333333333
13240.0,663.65,4,9.905223880597015
13242.0,270.40000000000003,3,20.800000000000004
13243.0,585.12,1,10.265263157894736
13244.0,121.74000000000001,1,4.508888888888889
13245.0,430.5,1,26.90625
13246.0,1961.52,6,14.422941176470587
13247.0,501.12,4,20.0448
13248.0,465.68,2,17.91076923076923
13249.0,711.41,3,30.93086956521739
13253.0,1030.4,2,28.622222222222224
13255.0,399.51,2,30.73153846153846
13258.0,672.83,3,18.689722222222223
13259.0,283.18,1,3.4960493827160493
13260.0,557.62,1,69.7025
13261.0,944.1,2,104.9
13262.0,200.29,1,18.208181818181817
13263.0,7436.93,35,4.46126574685063
13265.0,2092.66,5,23.251777777777775
13266.0,3834.2599999999998,12,20.504064171122995
13267.0,4521.49,19,21.428862559241704
13268.0,3174.75,11,7.331986143187067
13269.0,5343.28,15,16.96279365079365
13270.0,590.0,1,590.0
13271.0,211.49,1,2.430919540229885
13272.0,276.56,2,18.437333333333335
13273.0,138.98,1,8.68625
13276.0,590.9300000000001,2,19.69766666666667
13277.0,258.4,4,32.3
13278.0,542.73,1,11.798478260869565
13279.0,137.75,1,15.305555555555555
13280.0,798.46,3,9.737317073170733
13282.0,1132.14,3,30.59837837837838
13283.0,93.66,2,13.379999999999999
13284.0,201.19,1,15.476153846153846
13285.0,2709.12,4,14.487272727272726
13291.0,361.11,1,8.597857142857142
13292.0,578.9399999999999,2,18.67548387096774
13294.0,873.74,2,16.18037037037037
13295.0,201.20000000000002,1,20.12
13296.0,87.4,1,17.48
13297.0,2089.85,4,35.421186440677964
13298.0,360.0,1,180.0
13299.0,142.5,1,28.5
13300.0,371.89,1,18.5945
13301.0,618.09,4,7.630740740740741
13302.0,63.75,1,63.75
13304.0,300.42,1,14.305714285714286
13305.0,2000.86,10,24.701975308641973
