CustomerID,total_spend,num_orders,avg_order_value,cluster,segment,last_purchase_date,days_since,churned
12424.0,1760.96,2,58.69866666666667,0,Occasional low spender,2011-06-30 12:06:00,162,1
12425.0,777.2,1,21.58888888888889,0,Occasional low spender,2011-09-22 17:31:00,77,0
12426.0,582.73,1,19.424333333333333,0,Occasional low spender,2011-05-29 12:26:00,194,1
12427.0,825.8,3,26.63870967741936,0,Occasional low spender,2011-11-18 08:56:00,21,0
12428.0,7956.46,9,27.062789115646257,0,Occasional low spender,2011-11-14 08:22:00,25,0
12429.0,3750.4,4,38.66391752577319,0,Occasional low spender,2011-11-30 17:22:00,8,0
12430.0,256.4,1,23.30909090909091,0,Occasional low spender,2011-10-27 15:09:00,42,0
12431.0,6419.95,15,27.43568376068376,3,Frequent budget buyer,2011-11-04 11:55:00,35,0
12432.0,5059.32,5,46.84555555555556,0,Occasional low spender,2011-10-28 11:43:00,42,0
12433.0,13375.87,7,31.847309523809525,0,Occasional low spender,2011-12-09 10:02:00,0,0
12434.0,806.14,2,16.122799999999998,0,Occasional low spender,2011-09-16 12:38:00,84,0
12435.0,7829.89,2,217.49694444444447,0,Occasional low spender,2011-09-21 09:06:00,79,0
12436.0,509.01,1,31.813125,0,Occasional low spender,2011-09-01 12:09:00,99,1
12437.0,4951.41,18,24.88145728643216,3,Frequent budget buyer,2011-12-08 11:35:00,1,0
12438.0,2906.85,2,29.66173469387755,0,Occasional low spender,2011-11-25 13:28:00,13,0
12441.0,173.55,1,15.77727272727273,0,Occasional low spender,2010-12-08 10:45:00,366,1
12442.0,172.06,1,14.338333333333331,0,Occasional low spender,2011-12-06 14:22:00,2,0
12444.0,5005.46,5,28.44011363636364,0,Occasional low spender,2011-11-18 13:23:00,20,0
12445.0,133.4,1,33.35,0,Occasional low spender,2011-11-17 18:43:00,21,0
12446.0,1002.31,1,17.584385964912283,0,Occasional low spender,2011-10-13 12:50:00,57,0
12447.0,476.49,1,18.326538461538465,0,Occasional low spender,2011-04-10 13:25:00,242,1
12448.0,449.45,1,20.42954545454545,0,Occasional low spender,2011-10-26 13:46:00,43,0
12449.0,4067.29,4,21.29471204188481,0,Occasional low spender,2011-11-17 13:46:00,21,0
12450.0,197.88,2,24.735,0,Occasional low spender,2011-07-06 14:41:00,155,1
12451.0,9035.52,5,25.52406779661017,0,Occasional low spender,2011-11-29 08:40:00,10,0
12452.0,430.57,2,19.571363636363635,0,Occasional low spender,2011-11-23 10:28:00,16,0
12453.0,707.09,1,16.443953488372095,0,Occasional low spender,2011-07-28 14:08:00,133,1
12454.0,3528.34,1,235.22266666666667,0,Occasional low spender,2011-10-14 17:13:00,55,0
12455.0,2466.86,6,27.40955555555556,0,Occasional low spender,2011-09-27 15:31:00,72,0
12456.0,3181.04,3,25.44832,0,Occasional low spender,2011-10-26 14:41:00,43,0
12457.0,2363.23,7,38.11661290322581,0,Occasional low spender,2011-10-04 13:13:00,65,0
12458.0,947.4,2,24.931578947368426,0,Occasional low spender,2011-09-29 15:25:00,70,0
12461.0,826.88,2,23.62514285714286,0,Occasional low spender,2011-09-06 16:57:00,93,1
12462.0,1189.59,2,19.186935483870965,0,Occasional low spender,2011-11-21 09:11:00,18,0
12463.0,1344.78,4,16.202168674698793,0,Occasional low spender,2011-10-17 13:44:00,52,0
12464.0,1212.05,8,41.79482758620689,0,Occasional low spender,2011-11-29 13:33:00,9,0
12465.0,742.1899999999999,2,15.79127659574468,0,Occasional low spender,2011-11-22 16:34:00,16,0
12468.0,729.5400000000001,2,19.19842105263158,0,Occasional low spender,2011-06-05 11:36:00,187,1
12471.0,19788.65,30,43.11252723311547,3,Frequent budget buyer,2011-12-07 15:43:00,1,0
12472.0,6572.11,7,19.386755162241887,0,Occasional low spender,2011-11-07 14:01:00,31,0
12473.0,3928.05,5,23.52125748502994,0,Occasional low spender,2011-11-10 13:46:00,28,0
12474.0,7324.09,18,17.355663507109004,3,Frequent budget buyer,2011-11-22 14:39:00,16,0
12475.0,723.38,1,20.093888888888888,0,Occasional low spender,2011-10-17 10:10:00,53,0
12476.0,6816.42,11,29.255021459227468,0,Occasional low spender,2011-11-24 12:40:00,15,0
12477.0,13219.74,6,44.0658,0,Occasional low spender,2011-11-17 09:51:00,22,0
12478.0,680.99,1,18.91638888888889,0,Occasional low spender,2011-12-06 09:56:00,3,0
12479.0,527.2,1,17.006451612903227,0,Occasional low spender,2011-11-28 13:26:00,10,0
12480.0,3281.63,4,21.30928571428572,0,Occasional low spender,2011-11-11 14:52:00,27,0
12481.0,5579.82,10,25.8325,0,Occasional low spender,2011-11-17 08:29:00,22,0
12483.0,2484.98,8,33.133066666666664,0,Occasional low spender,2011-11-22 17:02:00,16,0
12484.0,4527.32,6,13.199183673469388,0,Occasional low spender,2011-11-07 11:37:00,32,0
12488.0,1298.66,3,23.612,0,Occasional low spender,2011-11-30 08:50:00,9,0
12489.0,334.93,1,22.328666666666667,0,Occasional low spender,2011-01-07 13:13:00,335,1
12490.0,5417.93,10,22.114,0,Occasional low spender,2011-12-04 16:07:00,4,0
12491.0,460.4,1,17.70769230769231,0,Occasional low spender,2011-11-01 12:18:00,38,0
12492.0,263.21000000000004,2,13.160500000000004,0,Occasional low spender,2011-10-07 15:15:00,62,0
12493.0,433.74,2,19.715454545454545,0,Occasional low spender,2011-06-27 10:17:00,165,1
12494.0,1246.1,7,16.183116883116885,0,Occasional low spender,2011-11-24 09:34:00,15,0
12497.0,1043.1,1,74.50714285714285,0,Occasional low spender,2011-09-19 12:29:00,81,0
12498.0,403.7000000000001,3,17.55217391304348,0,Occasional low spender,2011-11-18 12:53:00,20,0
12500.0,4257.82,11,69.80032786885245,0,Occasional low spender,2011-11-16 16:20:00,22,0
12501.0,2169.39,1,14.5596644295302,0,Occasional low spender,2011-01-07 12:28:00,336,1
12502.0,3723.87,5,25.332448979591835,0,Occasional low spender,2011-09-05 11:52:00,95,1
12504.0,482.05,2,53.5611111111111,0,Occasional low spender,2011-11-21 16:02:00,17,0
12506.0,73.5,1,3.1956521739130435,0,Occasional low spender,2011-04-21 08:54:00,232,1
12507.0,1304.81,3,62.13380952380952,0,Occasional low spender,2011-07-28 17:09:00,133,1
12508.0,397.88,2,5.851176470588236,0,Occasional low spender,2011-11-13 15:37:00,25,0
12509.0,176.5,1,25.214285714285715,0,Occasional low spender,2011-02-28 14:45:00,283,1
12510.0,982.57,2,29.774848484848484,0,Occasional low spender,2011-07-20 10:15:00,142,1
12512.0,132.18,2,4.263870967741935,0,Occasional low spender,2011-10-04 14:55:00,65,0
12513.0,612.29,1,17.494,0,Occasional low spender,2011-08-19 10:51:00,112,1
12514.0,1017.68,1,19.954509803921567,0,Occasional low spender,2011-03-17 16:38:00,266,1
12515.0,383.7,1,23.98125,0,Occasional low spender,2010-12-21 15:43:00,352,1
12516.0,1312.06,2,50.46384615384615,0,Occasional low spender,2011-09-23 09:13:00,77,0
12517.0,2481.6,5,8.894623655913978,0,Occasional low spender,2011-11-11 14:04:00,27,0
12518.0,2056.89,5,16.58782258064516,0,Occasional low spender,2011-12-09 10:13:00,0,0
12519.0,330.84,1,19.461176470588235,0,Occasional low spender,2011-10-07 09:26:00,63,0
12520.0,2634.26,5,17.330657894736845,0,Occasional low spender,2011-09-21 15:23:00,78,0
12521.0,599.68,1,15.781052631578946,0,Occasional low spender,2011-07-20 10:51:00,142,1
12522.0,192.72,2,16.06,0,Occasional low spender,2011-10-31 15:30:00,38,0
12523.0,1789.77,11,16.884622641509434,0,Occasional low spender,2011-11-20 12:55:00,18,0
12524.0,4485.72,8,31.15083333333333,0,Occasional low spender,2011-11-30 15:31:00,8,0
12526.0,1316.66,3,18.54450704225352,0,Occasional low spender,2011-12-09 12:09:00,0,0
12527.0,348.71000000000004,3,19.37277777777778,0,Occasional low spender,2011-09-19 11:55:00,81,0
12528.0,1933.48,6,21.01608695652174,0,Occasional low spender,2011-11-30 14:40:00,8,0
12530.0,1662.28,4,25.186060606060607,0,Occasional low spender,2011-10-11 12:34:00,59,0
12531.0,125.22,1,7.365882352941177,0,Occasional low spender,2011-11-25 11:12:00,14,0
12532.0,349.83000000000004,1,21.864375000000003,0,Occasional low spender,2011-11-09 13:47:00,29,0
12534.0,1089.18,1,17.28857142857143,0,Occasional low spender,2011-08-01 10:26:00,130,1
12535.0,716.35,2,21.069117647058825,0,Occasional low spender,2011-09-09 08:48:00,91,1
12536.0,12601.830000000002,3,48.2828735632184,0,Occasional low spender,2011-10-27 14:20:00,42,0
12538.0,363.95,1,17.33095238095238,0,Occasional low spender,2011-11-10 17:16:00,28,0
12539.0,5568.35,4,20.396886446886448,0,Occasional low spender,2011-11-17 13:30:00,21,0
12540.0,13400.24,17,28.03397489539749,3,Frequent budget buyer,2011-11-20 11:31:00,19,0
12541.0,981.18,3,18.86884615384616,0,Occasional low spender,2011-11-10 10:40:00,29,0
12544.0,372.7,1,19.61578947368421,0,Occasional low spender,2011-11-03 16:15:00,35,0
12545.0,1000.39,2,20.0078,0,Occasional low spender,2011-09-25 13:39:00,74,0
12546.0,1161.5,2,16.833333333333332,0,Occasional low spender,2011-10-24 12:09:00,46,0
12547.0,207.8,2,25.975,0,Occasional low spender,2011-05-26 12:38:00,197,1
12548.0,95.2,1,19.04,0,Occasional low spender,2011-06-26 15:35:00,165,1
12550.0,964.83,1,16.92684210526316,0,Occasional low spender,2011-09-21 14:35:00,78,0
12551.0,168.0,1,16.8,0,Occasional low spender,2010-12-17 11:23:00,357,1
12552.0,437.82,2,21.891,0,Occasional low spender,2011-11-01 10:02:00,38,0
12553.0,3692.28,10,19.33130890052356,0,Occasional low spender,2011-12-01 16:38:00,7,0
12556.0,599.56,2,5.038319327731092,0,Occasional low spender,2011-10-20 13:06:00,49,0
12557.0,11990.96,5,363.36242424242425,0,Occasional low spender,2011-11-23 16:59:00,15,0
12558.0,269.96,1,24.54181818181818,0,Occasional low spender,2011-12-02 10:41:00,7,0
12559.0,561.71,2,26.74809523809524,0,Occasional low spender,2011-02-02 09:49:00,310,1
12560.0,2134.01,3,20.323904761904764,0,Occasional low spender,2011-12-04 13:54:00,4,0
12561.0,238.85,1,14.928125,0,Occasional low spender,2011-02-10 11:39:00,302,1
12562.0,3781.74,7,22.510357142857146,0,Occasional low spender,2011-12-01 17:20:00,7,0
12564.0,456.9,1,21.757142857142856,0,Occasional low spender,2011-03-23 14:55:00,260,1
12565.0,145.92,1,16.21333333333333,0,Occasional low spender,2011-02-24 10:34:00,288,1
12566.0,351.65,1,18.507894736842104,0,Occasional low spender,2011-09-14 14:30:00,85,0
12567.0,9401.28,10,21.07910313901345,0,Occasional low spender,2011-11-17 11:02:00,22,0
12569.0,4124.69,32,21.939840425531912,3,Frequent budget buyer,2011-12-07 16:24:00,1,0
12571.0,519.61,2,15.28264705882353,0,Occasional low spender,2011-10-31 10:19:00,39,0
12572.0,1020.42,2,17.006999999999998,0,Occasional low spender,2011-12-01 09:20:00,8,0
12573.0,160.54000000000002,1,5.733571428571429,0,Occasional low spender,2011-04-26 15:52:00,226,1
12574.0,218.45,1,19.85909090909091,0,Occasional low spender,2011-01-28 09:20:00,315,1
12576.0,1315.83,5,14.952613636363637,0,Occasional low spender,2011-11-04 10:11:00,35,0
12577.0,626.6,3,4.291780821917809,0,Occasional low spender,2011-11-04 13:24:00,34,0
12578.0,2794.51,2,24.51324561403509,0,Occasional low spender,2011-11-18 13:30:00,20,0
12579.0,440.42,1,15.18689655172414,0,Occasional low spender,2011-09-22 17:15:00,77,0
12580.0,415.7,1,17.320833333333333,0,Occasional low spender,2011-04-07 10:24:00,246,1
12581.0,197.71,1,13.180666666666667,0,Occasional low spender,2011-10-31 08:56:00,39,0
12582.0,511.36,2,23.24363636363637,0,Occasional low spender,2011-04-15 08:45:00,238,1
12583.0,7281.38,15,29.47927125506073,3,Frequent budget buyer,2011-12-07 08:07:00,2,0
12584.0,2338.15,9,24.355729166666663,0,Occasional low spender,2011-12-06 09:35:00,3,0
12585.0,2040.1,2,23.44942528735632,0,Occasional low spender,2011-04-19 13:39:00,233,1
12586.0,196.94000000000003,1,17.903636363636366,0,Occasional low spender,2011-11-22 16:24:00,16,0
12587.0,144.0,1,36.0,0,Occasional low spender,2011-12-02 12:47:00,7,0
12588.0,214.9,1,21.49,0,Occasional low spender,2011-10-31 15:01:00,38,0
12589.0,646.68,2,18.47657142857143,0,Occasional low spender,2011-11-11 10:19:00,28,0
12590.0,9864.26,2,145.06264705882353,0,Occasional low spender,2011-05-12 14:52:00,210,1
12591.0,452.85,1,17.41730769230769,0,Occasional low spender,2011-01-26 14:35:00,316,1
12592.0,437.6,2,24.31111111111112,0,Occasional low spender,2011-09-08 15:04:00,91,1
12593.0,418.1,3,19.909523809523808,0,Occasional low spender,2011-08-23 12:43:00,108,1
12594.0,3338.2200000000003,10,28.290000000000003,0,Occasional low spender,2011-11-02 12:20:00,37,0
12596.0,618.27,2,22.898888888888887,0,Occasional low spender,2011-10-19 13:02:00,50,0
12597.0,3811.22,4,18.50106796116505,0,Occasional low spender,2011-11-20 13:33:00,18,0
12598.0,3023.08,8,22.90212121212121,0,Occasional low spender,2011-11-30 12:18:00,9,0
12599.0,1032.58,7,16.654516129032256,0,Occasional low spender,2011-11-10 13:34:00,28,0
12600.0,2599.04,10,40.61,0,Occasional low spender,2011-11-11 10:29:00,28,0
12601.0,577.0600000000001,5,20.609285714285715,0,Occasional low spender,2011-06-03 10:17:00,189,1
12602.0,153.12,1,12.76,0,Occasional low spender,2011-10-12 11:22:00,58,0
12603.0,739.1999999999999,1,369.6,0,Occasional low spender,2011-11-18 10:42:00,21,0
12604.0,254.18,2,15.88625,0,Occasional low spender,2011-09-21 14:08:00,78,0
12607.0,1579.51,1,15.63871287128713,0,Occasional low spender,2011-10-10 16:06:00,59,0
12609.0,1126.85,3,18.78083333333333,0,Occasional low spender,2011-09-22 16:34:00,77,0
12610.0,2099.54,5,19.80698113207547,0,Occasional low spender,2011-11-17 09:34:00,22,0
12611.0,1193.32,1,18.35876923076923,0,Occasional low spender,2011-10-18 13:12:00,51,0
12612.0,704.0400000000001,1,37.054736842105264,0,Occasional low spender,2011-09-26 15:35:00,73,0
12613.0,3344.38,5,21.85869281045752,0,Occasional low spender,2011-10-13 14:59:00,56,0
12614.0,315.6,1,15.78,0,Occasional low spender,2011-03-07 10:22:00,277,1
12615.0,2291.19,4,21.820857142857143,0,Occasional low spender,2011-12-07 15:02:00,1,0
12616.0,713.3,2,22.290625,0,Occasional low spender,2011-09-05 15:17:00,94,1
12617.0,352.98,1,8.609268292682927,0,Occasional low spender,2011-11-10 14:39:00,28,0
12618.0,177.31,1,16.11909090909091,0,Occasional low spender,2011-11-18 11:10:00,21,0
12619.0,3641.24,9,40.45822222222222,0,Occasional low spender,2011-11-23 14:52:00,15,0
12620.0,1339.41,3,14.558804347826088,0,Occasional low spender,2011-11-25 10:20:00,14,0
12621.0,13689.67,20,29.31406852248394,3,Frequent budget buyer,2011-12-08 11:25:00,1,0
12622.0,180.1,1,16.37272727272727,0,Occasional low spender,2011-04-21 16:39:00,231,1
12623.0,305.1,1,16.950000000000003,0,Occasional low spender,2011-03-08 13:50:00,275,1
12624.0,641.13,2,16.87184210526316,0,Occasional low spender,2011-08-25 15:04:00,105,1
12625.0,2683.82,2,31.207209302325584,0,Occasional low spender,2011-05-12 09:54:00,211,1
12626.0,6620.48,9,22.51863945578231,0,Occasional low spender,2011-11-16 16:06:00,22,0
12627.0,4478.53,7,19.47186956521739,0,Occasional low spender,2011-11-29 12:07:00,10,0
12628.0,786.46,3,19.1819512195122,0,Occasional low spender,2011-12-05 13:15:00,3,0
12630.0,1270.88,2,19.8575,0,Occasional low spender,2011-11-30 10:48:00,9,0
12631.0,640.5,1,20.661290322580644,0,Occasional low spender,2011-10-13 13:53:00,56,0
12633.0,2163.98,4,21.425544554455445,0,Occasional low spender,2011-10-12 11:40:00,58,0
12635.0,1689.18,2,16.724554455445546,0,Occasional low spender,2011-09-11 11:04:00,89,0
12637.0,6002.9,8,15.714397905759162,0,Occasional low spender,2011-10-03 13:46:00,66,0
12638.0,671.69,1,17.222820512820515,0,Occasional low spender,2011-11-06 13:11:00,32,0
12639.0,486.1,1,22.095454545454547,0,Occasional low spender,2011-04-15 12:48:00,238,1
12640.0,1174.58,3,22.16188679245283,0,Occasional low spender,2011-11-16 11:52:00,23,0
12641.0,185.9,1,18.59,0,Occasional low spender,2011-08-16 13:26:00,114,1
12642.0,1013.26,3,21.55872340425532,0,Occasional low spender,2011-11-14 15:03:00,24,0
12643.0,3344.64,6,139.36,0,Occasional low spender,2011-08-03 12:56:00,127,1
12644.0,477.91,1,15.416451612903227,0,Occasional low spender,2011-08-02 10:33:00,129,1
12645.0,1775.18,4,24.31753424657534,0,Occasional low spender,2011-11-06 12:38:00,33,0
12646.0,1346.97,2,29.932666666666663,0,Occasional low spender,2011-12-05 10:14:00,4,0
12647.0,3722.82,12,30.76710743801653,0,Occasional low spender,2011-11-17 12:56:00,21,0
12648.0,318.05,1,15.145238095238096,0,Occasional low spender,2011-07-08 11:55:00,154,1
12649.0,623.51,3,20.113225806451613,0,Occasional low spender,2011-08-24 14:41:00,106,1
12650.0,314.44,1,15.722,0,Occasional low spender,2011-12-06 16:34:00,2,0
12651.0,114.0,1,12.666666666666666,0,Occasional low spender,2011-01-09 12:46:00,334,1
12652.0,919.98,1,19.16625,0,Occasional low spender,2011-01-12 15:00:00,330,1
12653.0,2209.85,2,51.391860465116274,0,Occasional low spender,2011-07-14 10:41:00,148,1
12654.0,601.98,5,15.841578947368422,0,Occasional low spender,2011-11-29 10:10:00,10,0
12656.0,4051.17,5,32.152142857142856,0,Occasional low spender,2011-11-22 13:42:00,16,0
12657.0,1643.18,4,34.961276595744685,0,Occasional low spender,2011-11-28 15:47:00,10,0
12658.0,686.05,1,19.056944444444444,0,Occasional low spender,2011-11-21 10:22:00,18,0
12659.0,91.68,1,18.336,0,Occasional low spender,2011-11-10 11:53:00,29,0
12660.0,245.1,1,18.85384615384616,0,Occasional low spender,2011-11-28 13:26:00,10,0
12662.0,3849.78,11,16.73817391304348,0,Occasional low spender,2011-12-09 11:59:00,0,0
12664.0,4881.88,9,131.94270270270272,0,Occasional low spender,2011-12-01 17:07:00,7,0
12665.0,63.0,1,21.0,0,Occasional low spender,2011-01-19 08:34:00,324,1
12667.0,620.13,1,18.791818181818183,0,Occasional low spender,2011-10-12 17:00:00,57,0
12668.0,3807.15,4,23.64689440993789,0,Occasional low spender,2011-11-28 10:56:00,11,0
12669.0,2744.03,3,27.16861386138613,0,Occasional low spender,2011-07-12 09:54:00,150,1
12670.0,2996.05,5,32.56576086956522,0,Occasional low spender,2011-11-29 15:23:00,9,0
12672.0,225.9,1,22.59,0,Occasional low spender,2011-01-14 09:20:00,329,1
12673.0,610.52,2,14.536190476190477,0,Occasional low spender,2011-12-04 13:55:00,4,0
12674.0,1970.6,4,23.742168674698792,0,Occasional low spender,2011-11-01 12:12:00,38,0
12676.0,1331.39,6,29.58644444444445,0,Occasional low spender,2011-11-15 12:25:00,24,0
12678.0,17628.46,12,106.83915151515151,3,Frequent budget buyer,2011-10-28 13:04:00,41,0
12679.0,1113.02,4,23.187916666666663,0,Occasional low spender,2011-10-12 12:30:00,58,0
12680.0,862.81,4,16.592499999999998,0,Occasional low spender,2011-12-09 12:50:00,0,0
12681.0,13787.54,22,21.610564263322885,3,Frequent budget buyer,2011-11-25 11:33:00,14,0
12682.0,12279.82,31,23.434770992366413,3,Frequent budget buyer,2011-12-06 10:00:00,3,0
12683.0,8476.57,15,24.64119186046512,3,Frequent budget buyer,2011-12-05 16:31:00,3,0
12684.0,2283.63,7,21.748857142857144,0,Occasional low spender,2011-12-02 09:53:00,7,0
12685.0,2863.08,6,18.23617834394904,0,Occasional low spender,2011-11-11 13:46:00,27,0
12686.0,89.14,1,12.734285714285717,0,Occasional low spender,2010-12-03 09:51:00,371,1
12688.0,4873.81,1,28.501812865497072,0,Occasional low spender,2011-08-18 08:49:00,113,1
12689.0,1247.61,2,17.327916666666667,0,Occasional low spender,2011-11-14 08:31:00,25,0
12690.0,389.01,1,24.313125,0,Occasional low spender,2011-05-18 09:09:00,205,1
12691.0,1035.8,6,32.36875,0,Occasional low spender,2011-11-11 16:49:00,27,0
12693.0,855.91,4,21.946410256410257,0,Occasional low spender,2011-08-04 17:51:00,126,1
12694.0,869.67,2,23.5045945945946,0,Occasional low spender,2011-09-30 13:06:00,69,0
12695.0,582.1,4,21.55925925925926,0,Occasional low spender,2011-12-02 13:22:00,6,0
12697.0,957.59,3,23.355853658536585,0,Occasional low spender,2011-11-11 08:47:00,28,0
12700.0,4939.99,4,18.432798507462685,0,Occasional low spender,2011-12-02 10:47:00,7,0
12701.0,797.71,2,15.0511320754717,0,Occasional low spender,2011-09-21 10:47:00,79,0
12702.0,219.0,1,18.25,0,Occasional low spender,2011-11-20 10:36:00,19,0
12703.0,283.55,1,13.502380952380951,0,Occasional low spender,2011-09-29 17:52:00,70,0
12704.0,2340.84,8,26.600454545454543,0,Occasional low spender,2011-12-02 13:15:00,6,0
12705.0,6868.29,9,20.56374251497006,0,Occasional low spender,2011-11-24 13:17:00,14,0
12707.0,603.42,1,18.285454545454545,0,Occasional low spender,2011-02-21 08:38:00,291,1
12708.0,2712.91,10,17.27968152866242,0,Occasional low spender,2011-11-10 09:52:00,29,0
12709.0,9706.52,15,46.891400966183575,3,Frequent budget buyer,2011-11-24 15:38:00,14,0
12710.0,1149.02,3,14.922337662337664,0,Occasional low spender,2011-09-04 12:00:00,96,1
12712.0,4396.13,13,33.053609022556394,3,Frequent budget buyer,2011-11-11 08:19:00,28,0
12713.0,848.55,1,22.33026315789473,0,Occasional low spender,2011-12-09 12:16:00,0,0
12714.0,4708.86,5,18.18092664092664,0,Occasional low spender,2011-11-30 15:43:00,8,0
12715.0,343.36,1,17.168,0,Occasional low spender,2011-08-25 15:22:00,105,1
